# a8-r49-triage.py — r0049/agent8. class, site, tier, note, text
N	ScottDomains/ScottDomains/Powerdomain/BoundedComplete.lean:81	NARR		construction are needed — only binary joins of **bounded** pairs.
A	ScottDomains/ScottDomains/Powerdomain/BoundedComplete.lean:96	CITE	Plotkin.not_single_le_pair=wrong-module-qualifier	The Egli–Milner order admits no such join — `Plotkin.not_single_le_pair` already
A	ScottDomains/ScottDomains/Powerdomain/BoundedComplete.lean:203	CITE-OK		`[BoundedComplete α]` is absent by design — `hoare_exists_isLUB_pair` supplies
N	ScottDomains/ScottDomains/Powerdomain/Hoare.lean:219	NARR		the `Domain D` half is load-bearing twice over — `K(D)` must be countable for
A	ScottDomains/ScottDomains/Powerdomain/Smyth.lean:115	NARR		/-- `∅` is a **top** for the Smyth relation  there is no element of `∅` to place a
A	ScottDomains/ScottDomains/Powerdomain/Smyth.lean:124	CITE-OK		required `a ∈ ∅` does not exist. Together with `finsetLE_empty` this pins `∅` as a
A	ScottDomains/ScottDomains/Powerdomain/Universal.lean:82	NARR		Over `P N` it cannot be. §7.1  "Unfortunately, there is no representation for the
N	ScottDomains/ScottDomains/Powerdomain/Universal.lean:237	NARR		instance  it is needed only to instantiate Theorem 22 at `P N × P N`, and a
N	ScottDomains/ScottDomains/Product.lean:26	CITE-OK		Unlike `ScottHom` and `↓a`, no `dite` is needed — the coordinatewise supremum is
A	ScottDomains/ScottDomains/Projection.lean:82	NARR		Note the workaround in the statement — there is no composition operation on
N	ScottDomains/ScottDomains/Projection.lean:143	NARR		so no case split on directedness is needed and the definition is free of
U	ScottDomains/ScottDomains/PropertyM.lean:10	SCOPE		`(compacts (ScottHom D D)).Countable` and nothing else. Neither
A	ScottDomains/ScottDomains/PropertyM.lean:40	ADJ	TRUE	Mathlib does not carry (measured in `JungNets.lean`'s survey  zero hits for
U	ScottDomains/ScottDomains/PropertyM.lean:201	SCOPE		This is the only step that uses the chain hypothesis  in the branch where the new
U	ScottDomains/ScottDomains/PropertyM.lean:999	SCOPE		takes the second and nothing else. -/
A	ScottDomains/ScottDomains/RecursiveDomain.lean:132	CITE-OK		`repFun` builds its three-fold composite, so no such operation is needed. -/
N	ScottDomains/ScottDomains/RecursiveDomain.lean:132	CITE-OK		`repFun` builds its three-fold composite, so no such operation is needed. -/
U	ScottDomains/ScottDomains/RecursiveDomain.lean:189	SCOPE		/-- The paper's two phrasings of "universal domain", in the only direction that
U	ScottDomains/ScottDomains/RecursiveDomain.lean:200	SCOPE		based algebraic lattices, so the only work is packaging. -/
U	ScottDomains/ScottDomains/RecursiveDomain.lean:349	SCOPE		`r ↦ R(r, r)`, and the only thing to check is that `r ↦ (r, r)` is continuous
A	ScottDomains/ScottDomains/RecursiveDomain.lean:381	NARR		… shows that there is no guarantee that the result will be at all interesting" —
U	ScottDomains/ScottDomains/SFP.lean:86	SCOPE		that is what makes it usable as "the single projection dominating a finite set of
U	ScottDomains/ScottDomains/SFP.lean:137	SCOPE		This is where gap 4(a) is spent, and it is the only place the *finiteness* of the
N	ScottDomains/ScottDomains/SFP.lean:362	NARR		*function space* — no order isomorphism with the normal subposets is needed, and
N	ScottDomains/ScottDomains/SFP.lean:408	NARR		characterization of `M` is needed. -/
A	ScottDomains/ScottDomains/ScottHom.lean:17	ADJ	TRUE	Mathlib has no dcpo function space. Its bundled continuous-function type is
U	ScottDomains/ScottDomains/ScottHom.lean:135	SCOPE		This is the only place the pointwise order is unfolded. -/
N	ScottDomains/ScottDomains/ScottHom.lean:155	NARR		Directedness is not what the argument needs — only that each evaluation image
N	ScottDomains/ScottDomains/ScottHom.lean:195	NARR		continuity is not, so some case split is forced — and continuity is the right
U	ScottDomains/ScottDomains/Section62.lean:376	SCOPE		`⊇` is monotonicity. `⊆` is the only place compactness of the basis is spent a
A	ScottDomains/ScottDomains/Skeleton/Lemma10.lean:213	NARR		supremum, so there is no branch to get wrong. Bounded completeness therefore
N	ScottDomains/ScottDomains/Skeleton/Lemma17.lean:36	NARR		`K(D × E) = K(D) × K(E)`. Both directions are needed  the forward one to push a
U	ScottDomains/ScottDomains/Skeleton/Recovered.lean:157	SCOPE		corrected right side `5`. Replacing the second `E` by `F` is the only completion
U	ScottDomains/ScottDomains/Skeleton/Recovered.lean:218	SCOPE		and the only repair needed is the `fi` ligature in "bifinite".
N	ScottDomains/ScottDomains/Skeleton/Recovered.lean:224	NARR		place the left-hand side is needed.
N	ScottDomains/ScottDomains/Skeleton/Recovered.lean:251	NARR		One ingredient the r0034 note did not list is needed  `M` must be **nonempty**,
N	ScottDomains/ScottDomains/Skeleton/Section6.lean:48	NARR		continuity of `r` nor a case split on emptiness of the directed set is needed.
N	ScottDomains/ScottDomains/Smash.lean:29	ADJ	TRUE-A	nonemptiness is essential — the empty set's coordinatewise supremum *is*
N	ScottDomains/ScottDomains/Smash.lean:97	ADJ	TRUE-A	Nonemptiness is essential  the coordinatewise supremum of `∅` is `(⊥, ⊥)`. -/
U	ScottDomains/ScottDomains/StepFunction.lean:21	SCOPE		* **Continuity uses compactness of `k`, and nothing else does.** If `k ⊑ ⨆M` for
U	ScottDomains/ScottDomains/StepFunction.lean:71	SCOPE		already does, so the value `e` is attained in the image. This is the only use of
U	ScottDomains/ScottDomains/StepFunction.lean:125	SCOPE		the adjunction is the only tool needed  the whole proof is one `mpr` and a
N	ScottDomains/ScottDomains/StrictHom.lean:63	CITE-OK		of `ScottHom`'s `sSup` are both strict, so no hypothesis is needed. -/
U	ScottDomains/ScottDomains/Thm18.lean:102	SCOPE		closes Theorem 18 outright; nothing else is outstanding on the route. The proof is
A	ScottDomains/ScottDomains/UniversalDomain.lean:80	CITE-OK		`ScottHom.IsEmbeddingProjectionPair` is — there is no composition operation on
N	ScottDomains/ScottDomains/UniversalDomain.lean:233	NARR		continuity of `r`. For the isomorphism of Lemma 23 more is needed  that `im(r)`
N	ScottDomains/ScottDomains/UniversalDomain.lean:330	NARR		continuity condition on the isomorphism is needed. -/
U	ScottDomains/ScottDomains/UniversalDomain.lean:504	SCOPE		The least-upper-bound half is the only content. At a point `y` it unwinds three
A	ScottDomains/ScottDomains/Universality.lean:14	QUOTE		> there is no guarantee that the result will be at all interesting. There has to
U	ScottDomains/ScottDomains/Universality.lean:64	SCOPE		conclusion "`D` is the image of a closure on `U`" is nothing else.
A	ScottDomains/ScottDomains/Universality.lean:88	ADJ	TRUE	`(D → E) ≅ (D' → E')` — and Mathlib has no `OrderIso.prodCongr`. The function
N	ScottDomains/ScottDomains/Universality.lean:285	NARR		direction it is needed, and only at two closures  `id`, whose image is `U`, and
U	ScottDomains/ScottDomains/Universality.lean:338	SCOPE		chosen is immaterial, because the only use of `A ≅ F(A)` is inside the shuffle
N	ScottDomains/ScottDomains/WayBelow.lean:34	ADJ	TRUE-A	both conventions, and `bot_wayBelow` is false without it.
